numero_processo,numero_cnj,classe_codigo,classe_nome,assuntos,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,formato,link_consulta
08612304619004025101,0861230-46.1900.4.02.5101,1727,Petição Criminal,Contravenções Penais,1981-01-09,2024-07-05T23:23:31.937000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00399558419914025101,0039955-84.1991.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,1991-07-04,2024-07-05T23:50:24.391000Z,12,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00370218519934025101,0037021-85.1993.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,1993-09-14,2024-07-05T23:50:34.832000Z,6,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00392160919944025101,0039216-09.1994.4.02.5101,283,Ação Penal - Procedimento Ordinário,Roubo ,1994-05-24,2026-08-21T00:08:05.330000Z,33,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00315493519954025101,0031549-35.1995.4.02.5101,279,Inquérito Policial,Contravenções Penais,1995-06-29,2024-07-05T23:48:19.918000Z,5,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00266635619964025101,0026663-56.1996.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,1996-05-08,2025-11-13T17:52:09.544000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00235401619974025101,0023540-16.1997.4.02.5101,283,Ação Penal - Procedimento Ordinário,Falsidade ideológica ,1997-01-27,2024-10-18T11:25:21.846000Z,32,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00611753119974025101,0061175-31.1997.4.02.5101,279,Inquérito Policial,Contravenções Penais,1997-08-06,2024-07-05T23:20:56.567000Z,6,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00619131919974025101,0061913-19.1997.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,1997-09-19,2024-11-13T21:32:39.657000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00485806319984025101,0048580-63.1998.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,1998-06-05,2026-04-08T21:51:09.485000Z,15,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00495757619984025101,0049575-76.1998.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,1998-08-06,2024-07-06T00:12:37.561000Z,7,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00632232619984025101,0063223-26.1998.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,1998-09-21,2024-09-26T21:02:35.772000Z,30,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00468975419994025101,0046897-54.1999.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional; Quadrilha ou Bando,1999-05-13,2024-07-05T23:50:42.417000Z,26,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00473140719994025101,0047314-07.1999.4.02.5101,279,Inquérito Policial,Contravenções Penais,1999-06-15,2024-07-06T00:12:36.476000Z,6,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00476371219994025101,0047637-12.1999.4.02.5101,283,Ação Penal - Procedimento Ordinário,Peculato,1999-07-19,2025-03-13T20:32:49.374000Z,52,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00479454819994025101,0047945-48.1999.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato,1999-08-18,2024-07-05T23:50:25.491000Z,20,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00484279319994025101,0048427-93.1999.4.02.5101,279,Inquérito Policial,Contravenções Penais,1999-10-04,2025-08-16T02:38:10.031000Z,21,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00485421719994025101,0048542-17.1999.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,1999-10-20,2025-12-13T14:34:42.325000Z,21,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05002994820004025101,0500299-48.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público; Uso de documento falso ,2000-01-27,2024-07-06T00:37:24.356000Z,19,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05010304420004025101,0501030-44.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público; Uso de documento falso ,2000-03-28,2024-07-06T00:37:02.906000Z,11,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05091420220004025101,0509142-02.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2000-07-07,2024-07-06T00:38:31.974000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05122755220004025101,0512275-52.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2000-07-12,2026-07-15T06:36:59.169000Z,31,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05123404720004025101,0512340-47.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2000-07-20,2024-12-13T17:20:37.649000Z,27,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05310606220004025101,0531060-62.2000.4.02.5101,329,Seqüestro,Contravenções Penais,2000-11-23,2024-07-06T00:39:41.707000Z,50,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05311368620004025101,0531136-86.2000.4.02.5101,283,Ação Penal - Procedimento Ordinário,Roubo ,2000-11-29,2024-07-05T23:22:35.108000Z,33,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05271023420014025101,0527102-34.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2001-04-10,2025-10-14T08:24:44.953000Z,23,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05291913020014025101,0529191-30.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Destruição / Subração / Ocultação de Cadáver; Estelionato; Falsidade ideológica ; Homicídio Qualificado,2001-06-28,2026-07-15T06:40:19.471000Z,47,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05297906620014025101,0529790-66.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2001-08-08,2026-04-08T21:21:47.647000Z,18,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
04900267320014025101,0490026-73.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2001-10-12,2024-07-06T00:36:45.593000Z,29,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
04900328020014025101,0490032-80.2001.4.02.5101,280,Auto de Prisão em Flagrante,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2001-10-12,2024-07-06T00:37:05.481000Z,4,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05349308120014025101,0534930-81.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,2001-11-07,2024-07-06T00:39:41.381000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05349480520014025101,0534948-05.2001.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2001-11-12,2025-04-14T14:27:07.912000Z,27,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05010012320024025101,0501001-23.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2002-01-08,2026-04-08T21:31:52.113000Z,19,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05012714720024025101,0501271-47.2002.4.02.5101,1727,Petição Criminal,Contravenções Penais,2002-01-31,2025-11-13T17:52:22.048000Z,23,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00004334320024025108,0000433-43.2002.4.02.5108,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2002-05-09,2025-07-15T19:28:20.735000Z,54,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05100750420024025101,0510075-04.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,2002-06-05,2024-07-06T00:38:45.495000Z,18,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00003804120024025115,0000380-41.2002.4.02.5115,279,Inquérito Policial,Contravenções Penais,2002-06-20,2024-09-26T20:54:25.017000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05151831420024025101,0515183-14.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,2002-08-15,2024-07-06T00:39:26.791000Z,17,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05152767420024025101,0515276-74.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2002-08-22,2026-09-15T22:56:05.128000Z,25,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05152862120024025101,0515286-21.2002.4.02.5101,329,Seqüestro,Contravenções Penais,2002-08-23,2024-07-06T00:39:39.661000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05154759620024025101,0515475-96.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2002-09-05,2026-06-13T14:00:23.964000Z,49,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05268604120024025101,0526860-41.2002.4.02.5101,279,Inquérito Policial,Contravenções Penais,2002-11-27,2024-07-06T00:40:43.032000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05330537220024025101,0533053-72.2002.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2002-12-05,2024-07-06T00:39:21.108000Z,14,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
04902403020024025101,0490240-30.2002.4.02.5101,279,Inquérito Policial,Contravenções Penais,2002-12-23,2026-06-13T14:09:41.734000Z,8,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05013188420034025101,0501318-84.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2003-01-24,2024-07-06T00:37:26.430000Z,20,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05016427420034025101,0501642-74.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2003-02-04,2024-07-06T00:37:29.663000Z,8,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05034424020034025101,0503442-40.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,2003-03-17,2024-09-26T21:03:10.099000Z,27,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05054309620034025101,0505430-96.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Moeda Falsa / Assimilados,2003-04-29,2024-07-06T00:37:12.831000Z,11,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05056647820034025101,0505664-78.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2003-05-13,2024-09-26T20:54:18.617000Z,64,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05057643320034025101,0505764-33.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2003-05-20,2026-09-15T22:57:14.913000Z,44,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05081019220034025101,0508101-92.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2003-05-29,2024-07-06T00:38:35.731000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05158644720034025101,0515864-47.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2003-09-09,2024-11-13T21:27:28.831000Z,16,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05159805320034025101,0515980-53.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2003-09-16,2026-08-20T23:47:59.501000Z,43,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05221391220034025101,0522139-12.2003.4.02.5101,279,Inquérito Policial,Contravenções Penais,2003-10-06,2024-07-06T00:39:51.008000Z,4,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05275252320034025101,0527525-23.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2003-10-30,2026-04-08T21:32:02.431000Z,12,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05324194220034025101,0532419-42.2003.4.02.5101,279,Inquérito Policial,Contravenções Penais,2003-11-04,2024-07-06T00:39:29.793000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05325363320034025101,0532536-33.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Contravenções Penais,2003-11-11,2024-07-06T00:39:50.676000Z,7,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05362422420034025101,0536242-24.2003.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato Majorado ,2003-12-02,2024-07-06T00:40:14.379000Z,27,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00000405020044025108,0000040-50.2004.4.02.5108,283,Ação Penal - Procedimento Ordinário,Moeda Falsa / Assimilados,2004-01-21,2025-11-13T17:44:39.286000Z,25,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05083025020044025101,0508302-50.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2004-03-05,2024-07-06T00:37:56.612000Z,18,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05088394620044025101,0508839-46.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2004-04-02,2024-07-05T23:22:34.316000Z,31,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05144472520044025101,0514447-25.2004.4.02.5101,279,Inquérito Policial,Contravenções Penais,2004-05-26,2024-07-05T23:22:51.467000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05190409720044025101,0519040-97.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2004-07-06,2024-07-06T00:39:52.016000Z,40,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05237359420044025101,0523735-94.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ,2004-08-17,2025-03-13T20:20:54.199000Z,22,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05280896520044025101,0528089-65.2004.4.02.5101,279,Inquérito Policial,Contravenções Penais,2004-09-08,2024-07-06T00:39:20.484000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05352936320044025101,0535293-63.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2004-11-30,2024-07-05T23:22:50.768000Z,18,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05357933220044025101,0535793-32.2004.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato,2004-12-17,2024-07-06T00:40:49.121000Z,24,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05057160620054025101,0505716-06.2005.4.02.5101,279,Inquérito Policial,Contravenções Penais,2005-06-07,2024-10-18T11:34:42.068000Z,18,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05152281320054025101,0515228-13.2005.4.02.5101,279,Inquérito Policial,Contravenções Penais,2005-07-11,2024-07-06T00:39:11.521000Z,5,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05156577720054025101,0515657-77.2005.4.02.5101,283,Ação Penal - Procedimento Ordinário,Falsidade ideológica ; Falsificação de documento particular ; Peculato; Uso de documento falso ,2005-07-21,2026-08-20T23:22:30.705000Z,26,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05221905220054025101,0522190-52.2005.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2005-10-06,2026-06-13T14:31:48.510000Z,28,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05233562220054025101,0523356-22.2005.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato Majorado ,2005-11-14,2024-07-06T00:39:39.329000Z,16,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05234385320054025101,0523438-53.2005.4.02.5101,279,Inquérito Policial,Contravenções Penais,2005-11-18,2024-07-06T00:40:13.318000Z,12,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05382128820054025101,0538212-88.2005.4.02.5101,283,Ação Penal - Procedimento Ordinário,Corrupção passiva ,2005-12-14,2024-07-06T00:40:50.124000Z,16,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05020359120064025101,0502035-91.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ,2006-01-24,2024-07-05T23:22:55.653000Z,32,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05031435820064025101,0503143-58.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crime de Desvio e/ou Circulação de Moeda Não Autorizada,2006-02-16,2024-07-06T00:38:10.606000Z,10,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05035826920064025101,0503582-69.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2006-03-20,2024-07-06T00:38:02.948000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05035852420064025101,0503585-24.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-03-20,2024-07-06T00:38:12.389000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05091749420064025101,0509174-94.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato,2006-04-05,2024-07-06T00:38:38.220000Z,13,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05099941620064025101,0509994-16.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,2006-04-27,2024-07-06T00:38:52.622000Z,23,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05130488720064025101,0513048-87.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-04-28,2024-07-06T00:39:11.458000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05170284220064025101,0517028-42.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,"Crimes contra a Ordem Tributária; Crimes contra o Sistema Financeiro Nacional; Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores; Quadrilha ou Bando",2006-05-26,2024-07-06T00:40:11.149000Z,23,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05230363520064025101,0523036-35.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,2006-06-28,2024-07-06T00:39:44.650000Z,5,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
04901637920064025101,0490163-79.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Moeda Falsa / Assimilados,2006-07-18,2024-07-06T00:37:15.895000Z,12,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05237639120064025101,0523763-91.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-07-21,2024-07-06T00:39:55.286000Z,5,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05292106020064025101,0529210-60.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-09-05,2024-07-06T00:40:23.511000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05298012220064025101,0529801-22.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-09-28,2024-07-06T00:39:49.434000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05325691820064025101,0532569-18.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-11-07,2024-07-06T00:39:37.926000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05326921620064025101,0532692-16.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-11-09,2024-07-06T00:39:52.853000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05382316020064025101,0538231-60.2006.4.02.5101,283,Ação Penal - Procedimento Ordinário,Uso de documento falso ,2006-12-12,2024-09-26T20:50:07.624000Z,23,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
05382558820064025101,0538255-88.2006.4.02.5101,279,Inquérito Policial,Contravenções Penais,2006-12-13,2024-07-06T00:40:40.907000Z,2,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08010120320074025101,0801012-03.2007.4.02.5101,283,Ação Penal - Procedimento Ordinário,Tráfico de Drogas e Condutas Afins,2007-01-08,2024-07-06T00:41:04.425000Z,42,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08015074720074025101,0801507-47.2007.4.02.5101,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,2007-01-29,2024-07-05T23:23:21.032000Z,45,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
50104059820244025101,5010405-98.2024.4.02.5101,283,Ação Penal - Procedimento Ordinário,Estelionato Majorado ,2007-03-13,2024-09-26T21:10:52.401000Z,5,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
00011405320074025102,0001140-53.2007.4.02.5102,283,Ação Penal - Procedimento Ordinário,Estelionato Majorado ,2007-03-13,2025-04-14T14:33:31.500000Z,29,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08028160620074025101,0802816-06.2007.4.02.5101,279,Inquérito Policial,Contravenções Penais,2007-04-10,2024-07-06T00:41:18.851000Z,10,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08046200920074025101,0804620-09.2007.4.02.5101,1727,Petição Criminal,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2007-05-18,2024-07-06T00:41:06.625000Z,4,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08046219120074025101,0804621-91.2007.4.02.5101,1727,Petição Criminal,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2007-05-18,2024-07-06T00:40:52.449000Z,4,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08049839320074025101,0804983-93.2007.4.02.5101,283,Ação Penal - Procedimento Ordinário,Homicídio Qualificado,2007-06-06,2024-07-06T00:40:16.864000Z,11,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08063080620074025101,0806308-06.2007.4.02.5101,283,Ação Penal - Procedimento Ordinário,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2007-06-22,2024-07-06T00:41:26.137000Z,9,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
08068659020074025101,0806865-90.2007.4.02.5101,283,Ação Penal - Procedimento Ordinário,"Crimes de &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",2007-07-17,2024-07-05T23:23:00.144000Z,12,G1,Eletrônico,https://eproc.jfrj.jus.br/eproc/externo_controlador.php?acao=processo_consulta_publica
