numero_processo,numero_cnj,classe_codigo,classe_nome,assuntos,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,formato,link_consulta
00158365519734047099,0015836-55.1973.4.04.7099,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1973-12-17,2021-07-25T00:13:55.238000Z,15,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00158365519734047099&selOrigem=TRF&chkMostrarBaixados=1
00563357219824047000,0056335-72.1982.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsidade ideológica ,1982-04-28,2022-09-01T03:12:51.159000Z,12,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00563357219824047000&selOrigem=TRF&chkMostrarBaixados=1
00711648719844047000,0071164-87.1984.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1984-07-31,2021-07-25T11:14:22.727000Z,66,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00711648719844047000&selOrigem=TRF&chkMostrarBaixados=1
50728856020194047000,5072885-60.2019.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1984-08-19,2021-09-02T05:43:36.208000Z,9,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50728856020194047000&selOrigem=TRF&chkMostrarBaixados=1
00722387919844047000,0072238-79.1984.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1984-08-19,2021-09-06T19:08:22.054000Z,91,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00722387919844047000&selOrigem=TRF&chkMostrarBaixados=1
50267940920194047000,5026794-09.2019.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1986-07-24,2021-09-02T09:46:55.190000Z,6,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50267940920194047000&selOrigem=TRF&chkMostrarBaixados=1
00858796619864047000,0085879-66.1986.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1986-08-13,2021-07-25T16:40:10.751000Z,37,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00858796619864047000&selOrigem=TRF&chkMostrarBaixados=1
00858952019864047000,0085895-20.1986.4.04.7000,279,Inquérito Policial,Concussão ; Peculato,1986-08-14,2021-09-06T18:40:10.411000Z,23,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00858952019864047000&selOrigem=TRF&chkMostrarBaixados=1
00860762119864047000,0086076-21.1986.4.04.7000,283,Ação Penal - Procedimento Ordinário,"Incêndio; Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",1986-08-20,2022-09-01T03:38:15.377000Z,55,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00860762119864047000&selOrigem=TRF&chkMostrarBaixados=1
00878135919864047000,0087813-59.1986.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsidade ideológica ,1986-10-17,2022-09-01T03:37:20.814000Z,49,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00878135919864047000&selOrigem=TRF&chkMostrarBaixados=1
50226655320224047000,5022665-53.2022.4.04.7000,279,Inquérito Policial,Contrabando ou descaminho ,1986-11-28,2022-08-03T10:02:42.885000Z,8,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50226655320224047000&selOrigem=TRF&chkMostrarBaixados=1
00924874619874047000,0092487-46.1987.4.04.7000,293,Crimes Ambientais,Caça ,1987-05-25,2023-03-01T03:10:25.566000Z,20,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00924874619874047000&selOrigem=TRF&chkMostrarBaixados=1
50325196620254047000,5032519-66.2025.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1987-06-26,2025-07-16T15:35:11.180Z,6,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50325196620254047000&selOrigem=TRF&chkMostrarBaixados=1
00963588419874047000,0096358-84.1987.4.04.7000,279,Inquérito Policial,Apropriação indébita Previdenciária ,1987-08-19,2021-09-06T18:40:56.474000Z,32,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00963588419874047000&selOrigem=TRF&chkMostrarBaixados=1
00986183719874047000,0098618-37.1987.4.04.7000,283,Ação Penal - Procedimento Ordinário,Peculato,1987-10-07,2022-05-03T16:34:03.251000Z,41,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00986183719874047000&selOrigem=TRF&chkMostrarBaixados=1
01055778719884047000,0105577-87.1988.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público; Uso de documento falso ,1988-08-31,2022-09-01T03:37:25.914000Z,34,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=01055778719884047000&selOrigem=TRF&chkMostrarBaixados=1
01058827119884047000,0105882-71.1988.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1988-09-15,2021-07-26T03:11:26.102000Z,62,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=01058827119884047000&selOrigem=TRF&chkMostrarBaixados=1
01078391019884047000,0107839-10.1988.4.04.7000,283,Ação Penal - Procedimento Ordinário,Furto Qualificado ,1988-12-13,2022-09-01T03:36:55.226000Z,89,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=01078391019884047000&selOrigem=TRF&chkMostrarBaixados=1
50395270220224047000,5039527-02.2022.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato,1988-12-15,2025-06-20T20:20:13.151Z,11,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50395270220224047000&selOrigem=TRF&chkMostrarBaixados=1
50548513220224047000,5054851-32.2022.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público; Furto ,1989-02-24,2025-06-16T19:47:58.166Z,6,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50548513220224047000&selOrigem=TRF&chkMostrarBaixados=1
00003637319894047000,0000363-73.1989.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público; Furto ,1989-02-24,2022-10-01T03:17:28.606000Z,124,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00003637319894047000&selOrigem=TRF&chkMostrarBaixados=1
00003758719894047000,0000375-87.1989.4.04.7000,283,Ação Penal - Procedimento Ordinário,DIREITO PENAL,1989-02-27,2021-07-25T06:27:29.795000Z,50,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00003758719894047000&selOrigem=TRF&chkMostrarBaixados=1
00030615219894047000,0003061-52.1989.4.04.7000,279,Inquérito Policial,Estelionato,1989-07-28,2021-06-12T10:35:08.330000Z,12,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00030615219894047000&selOrigem=TRF&chkMostrarBaixados=1
00009583819904047000,0000958-38.1990.4.04.7000,283,Ação Penal - Procedimento Ordinário,Roubo ,1990-02-15,2021-07-25T04:58:03.109000Z,190,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00009583819904047000&selOrigem=TRF&chkMostrarBaixados=1
00027883919904047000,0002788-39.1990.4.04.7000,279,Inquérito Policial,Estelionato,1990-05-24,2021-06-12T00:57:31.607000Z,16,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00027883919904047000&selOrigem=TRF&chkMostrarBaixados=1
00035756819904047000,0003575-68.1990.4.04.7000,279,Inquérito Policial,Crimes contra o Patrimônio,1990-06-21,2021-06-12T10:37:19.494000Z,14,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00035756819904047000&selOrigem=TRF&chkMostrarBaixados=1
00059089019904047000,0005908-90.1990.4.04.7000,279,Inquérito Policial,Estelionato,1990-08-23,2021-06-12T00:57:38.314000Z,15,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00059089019904047000&selOrigem=TRF&chkMostrarBaixados=1
00066120619904047000,0006612-06.1990.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1990-09-21,2021-07-24T10:09:01.877000Z,35,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00066120619904047000&selOrigem=TRF&chkMostrarBaixados=1
00071845919904047000,0007184-59.1990.4.04.7000,279,Inquérito Policial,Furto Qualificado ,1990-10-16,2021-06-12T10:33:53.070000Z,16,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00071845919904047000&selOrigem=TRF&chkMostrarBaixados=1
00072296319904047000,0007229-63.1990.4.04.7000,279,Inquérito Policial,Furto ,1990-10-18,2021-06-12T00:57:41.941000Z,18,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00072296319904047000&selOrigem=TRF&chkMostrarBaixados=1
00002704219914047000,0000270-42.1991.4.04.7000,272,Representação Criminal/Notícia de Crime,Estelionato,1991-01-11,2021-06-12T00:57:43.598000Z,11,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00002704219914047000&selOrigem=TRF&chkMostrarBaixados=1
00016301219914047000,0001630-12.1991.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1991-03-15,2021-07-24T09:28:58.522000Z,56,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00016301219914047000&selOrigem=TRF&chkMostrarBaixados=1
00022676019914047000,0002267-60.1991.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público,1991-04-05,2022-09-01T03:17:40.895000Z,58,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00022676019914047000&selOrigem=TRF&chkMostrarBaixados=1
00098396719914047000,0009839-67.1991.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falso testemunho ou falsa perícia ,1991-07-09,2022-09-01T03:17:56.814000Z,31,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00098396719914047000&selOrigem=TRF&chkMostrarBaixados=1
00107091519914047000,0010709-15.1991.4.04.7000,279,Inquérito Policial,Falso testemunho ou falsa perícia ,1991-07-19,2021-07-25T13:46:51.412000Z,24,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00107091519914047000&selOrigem=TRF&chkMostrarBaixados=1
00110504119914047000,0011050-41.1991.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,1991-07-24,2021-07-26T04:46:02.473000Z,60,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00110504119914047000&selOrigem=TRF&chkMostrarBaixados=1
00133576519914047000,0013357-65.1991.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,1991-08-27,2021-07-25T17:56:25.159000Z,183,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00133576519914047000&selOrigem=TRF&chkMostrarBaixados=1
00137205219914047000,0013720-52.1991.4.04.7000,279,Inquérito Policial,Contrabando ou descaminho ,1991-09-03,2021-07-24T19:13:18.904000Z,16,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00137205219914047000&selOrigem=TRF&chkMostrarBaixados=1
00155566019914047000,0015556-60.1991.4.04.7000,279,Inquérito Policial,Estelionato,1991-10-07,2021-07-27T18:59:36.319000Z,12,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00155566019914047000&selOrigem=TRF&chkMostrarBaixados=1
00166435119914047000,0016643-51.1991.4.04.7000,120,Mandado de Segurança Cível,Perdimento de Bens,1991-10-22,2021-07-25T18:52:31.443000Z,25,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00166435119914047000&selOrigem=TRF&chkMostrarBaixados=1
00194738719914047000,0019473-87.1991.4.04.7000,279,Inquérito Policial,Furto ; Homicídio Simples,1991-12-12,2021-07-25T07:36:42.770000Z,12,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00194738719914047000&selOrigem=TRF&chkMostrarBaixados=1
00016454419924047000,0001645-44.1992.4.04.7000,283,Ação Penal - Procedimento Ordinário,Moeda Falsa / Assimilados,1992-02-17,2022-09-01T03:20:43.546000Z,40,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00016454419924047000&selOrigem=TRF&chkMostrarBaixados=1
00023409519924047000,0002340-95.1992.4.04.7000,279,Inquérito Policial,Contrabando ou descaminho ,1992-02-28,2021-07-27T08:27:48.858000Z,17,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00023409519924047000&selOrigem=TRF&chkMostrarBaixados=1
00081349719924047000,0008134-97.1992.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsidade ideológica ; Uso de documento falso ,1992-06-22,2022-09-01T03:20:07.235000Z,58,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00081349719924047000&selOrigem=TRF&chkMostrarBaixados=1
00132230419924047000,0013223-04.1992.4.04.7000,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1992-09-29,2022-05-03T16:36:01.968000Z,56,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00132230419924047000&selOrigem=TRF&chkMostrarBaixados=1
00141619619924047000,0014161-96.1992.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato,1992-10-20,2022-09-01T03:21:49.879000Z,56,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00141619619924047000&selOrigem=TRF&chkMostrarBaixados=1
00042278019934047000,0004227-80.1993.4.04.7000,279,Inquérito Policial,Apropriação indébita,1993-04-05,2021-07-24T09:42:34.033000Z,28,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00042278019934047000&selOrigem=TRF&chkMostrarBaixados=1
50410866220204047000,5041086-62.2020.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1993-04-19,2025-06-20T10:50:06.770Z,12,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50410866220204047000&selOrigem=TRF&chkMostrarBaixados=1
00054073419934047000,0005407-34.1993.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato; Falsificação de papéis públicos ; Fraude processual,1993-04-29,2022-09-01T03:21:20.929000Z,68,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00054073419934047000&selOrigem=TRF&chkMostrarBaixados=1
00107683219934047000,0010768-32.1993.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,1993-08-13,2021-07-29T10:02:28.467000Z,30,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00107683219934047000&selOrigem=TRF&chkMostrarBaixados=1
00130348919934047000,0013034-89.1993.4.04.7000,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1993-09-17,2022-09-01T03:23:50.784000Z,56,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00130348919934047000&selOrigem=TRF&chkMostrarBaixados=1
00002106419944047000,0000210-64.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato,1994-01-10,2022-09-01T03:21:26.308000Z,47,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00002106419944047000&selOrigem=TRF&chkMostrarBaixados=1
50047620520224047000,5004762-05.2022.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,1994-01-12,2025-06-16T02:30:29.129Z,14,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50047620520224047000&selOrigem=TRF&chkMostrarBaixados=1
00004054919944047000,0000405-49.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,1994-01-12,2022-05-03T16:38:02.093000Z,97,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00004054919944047000&selOrigem=TRF&chkMostrarBaixados=1
00006627419944047000,0000662-74.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato,1994-01-13,2022-09-01T03:21:59.934000Z,33,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00006627419944047000&selOrigem=TRF&chkMostrarBaixados=1
00012066219944047000,0001206-62.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra a Fé Pública,1994-01-27,2021-07-29T07:49:55.538000Z,61,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00012066219944047000&selOrigem=TRF&chkMostrarBaixados=1
00058496319944047000,0005849-63.1994.4.04.7000,279,Inquérito Policial,Crimes contra o Sistema Financeiro Nacional,1994-05-23,2021-07-24T03:08:49.986000Z,31,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00058496319944047000&selOrigem=TRF&chkMostrarBaixados=1
00063380319944047000,0006338-03.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1994-06-03,2021-07-25T07:26:32.120000Z,57,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00063380319944047000&selOrigem=TRF&chkMostrarBaixados=1
00074812719944047000,0007481-27.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Furto ,1994-06-27,2022-09-01T03:22:16.346000Z,54,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00074812719944047000&selOrigem=TRF&chkMostrarBaixados=1
00098379219944047000,0009837-92.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Contrabando ou descaminho ,1994-08-25,2021-07-29T03:19:28.555000Z,75,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00098379219944047000&selOrigem=TRF&chkMostrarBaixados=1
00102882019944047000,0010288-20.1994.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra o Patrimônio,1994-09-06,2021-07-25T12:26:28.716000Z,202,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00102882019944047000&selOrigem=TRF&chkMostrarBaixados=1
00016956519954047000,0001695-65.1995.4.04.7000,279,Inquérito Policial,Falso testemunho ou falsa perícia ,1995-02-20,2021-06-12T01:01:46.126000Z,27,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00016956519954047000&selOrigem=TRF&chkMostrarBaixados=1
50370588020224047000,5037058-80.2022.4.04.7000,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1995-03-09,2025-06-15T16:00:03.610Z,8,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50370588020224047000&selOrigem=TRF&chkMostrarBaixados=1
50503506920214047000,5050350-69.2021.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra as Relações de Consumo,1995-04-06,2025-06-14T13:21:55.374Z,9,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50503506920214047000&selOrigem=TRF&chkMostrarBaixados=1
00089974819954047000,0008997-48.1995.4.04.7000,279,Inquérito Policial,Crimes contra a Fé Pública,1995-07-05,2021-07-25T08:53:39.977000Z,36,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00089974819954047000&selOrigem=TRF&chkMostrarBaixados=1
00097709319954047000,0009770-93.1995.4.04.7000,326,Restituição de Coisas Apreendidas,Contrabando ou descaminho ,1995-07-24,2021-07-29T08:46:47.231000Z,13,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00097709319954047000&selOrigem=TRF&chkMostrarBaixados=1
00102142919954047000,0010214-29.1995.4.04.7000,283,Ação Penal - Procedimento Ordinário,Estelionato; Uso de documento falso ,1995-08-03,2021-07-24T05:33:48.697000Z,131,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00102142919954047000&selOrigem=TRF&chkMostrarBaixados=1
00147204819954047000,0014720-48.1995.4.04.7000,305,Liberdade Provisória com ou sem fiança,Resistência ,1995-10-20,2021-07-29T05:23:08.760000Z,16,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00147204819954047000&selOrigem=TRF&chkMostrarBaixados=1
00150894219954047000,0015089-42.1995.4.04.7000,283,Ação Penal - Procedimento Ordinário,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1995-10-30,2022-09-01T03:37:16.958000Z,49,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00150894219954047000&selOrigem=TRF&chkMostrarBaixados=1
00029347019964047000,0002934-70.1996.4.04.7000,279,Inquérito Policial,Contrabando ou descaminho ,1996-03-12,2021-06-12T10:38:00.422000Z,21,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00029347019964047000&selOrigem=TRF&chkMostrarBaixados=1
00031546819964047000,0003154-68.1996.4.04.7000,279,Inquérito Policial,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",1996-03-18,2021-06-12T10:35:08.230000Z,27,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00031546819964047000&selOrigem=TRF&chkMostrarBaixados=1
00035946419964047000,0003594-64.1996.4.04.7000,279,Inquérito Policial,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1996-03-28,2021-06-12T01:04:23.078000Z,20,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00035946419964047000&selOrigem=TRF&chkMostrarBaixados=1
00040337519964047000,0004033-75.1996.4.04.7000,283,Ação Penal - Procedimento Ordinário,Falsificação de documento público,1996-04-11,2022-09-01T03:37:26.156000Z,61,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00040337519964047000&selOrigem=TRF&chkMostrarBaixados=1
00068493019964047000,0006849-30.1996.4.04.7000,279,Inquérito Policial,Apropriação indébita Previdenciária ; Sonegação de contribuição previdenciária ,1996-05-29,2021-06-12T01:05:00.770000Z,19,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00068493019964047000&selOrigem=TRF&chkMostrarBaixados=1
00076045419964047000,0007604-54.1996.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,1996-06-17,2021-07-24T07:36:27.938000Z,199,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00076045419964047000&selOrigem=TRF&chkMostrarBaixados=1
00089729819964047000,0008972-98.1996.4.04.7000,279,Inquérito Policial,Falso testemunho ou falsa perícia ,1996-07-09,2021-06-12T01:05:09.014000Z,16,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00089729819964047000&selOrigem=TRF&chkMostrarBaixados=1
00153559219964047000,0015355-92.1996.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,1996-10-15,2021-07-26T15:49:06.547000Z,43,G1,Eletrônico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00153559219964047000&selOrigem=TRF&chkMostrarBaixados=1
00190254119964047000,0019025-41.1996.4.04.7000,283,Ação Penal - Procedimento Ordinário,Crimes contra o Sistema Financeiro Nacional,1996-12-05,2022-09-01T03:24:19.207000Z,97,G1,Físico,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=00190254119964047000&selOrigem=TRF&chkMostrarBaixados=1
